"기준일","구간","출발역","도착역","운임(금~일, 공휴일)","특실요금(금~일, 공휴일)","운임(월~목요일)","특실요금(월~목요일)","운임(전 요일)","특실요금(전 요일)"
"2015.01.01~","서울~포항","조치원","대구","","","","","18700","3600"
"2015.01.01~","서울~포항","조치원","동대구","","","","","19000","3600"
"2015.01.01~","서울~포항","조치원","하양","","","","","21000","3600"
"2015.01.01~","서울~포항","조치원","영천","","","","","22400","3600"
"2015.01.01~","서울~포항","조치원","서경주","","","","","25900","3900"
"2015.01.01~","서울~포항","조치원","안강","","","","","27300","4100"
"2015.01.01~","서울~포항","조치원","효자","","","","","28400","4300"
"2015.01.01~","서울~포항","조치원","포항","","","","","28800","4300"
"2015.01.01~","서울~포항","신탄진","대전","","","","","4800","3600"
"2015.01.01~","서울~포항","신탄진","옥천","","","","","4800","3600"
"2015.01.01~","서울~포항","신탄진","영동","","","","","5800","3600"
"2015.01.01~","서울~포항","신탄진","김천","","","","","9800","3600"
"2015.01.01~","서울~포항","신탄진","구미","","","","","12000","3600"
"2015.01.01~","서울~포항","신탄진","왜관","","","","","13900","3600"
"2015.01.01~","서울~포항","신탄진","대구","","","","","16500","3600"
"2015.01.01~","서울~포항","신탄진","동대구","","","","","16800","3600"
"2015.01.01~","서울~포항","신탄진","하양","","","","","18800","3600"
"2015.01.01~","서울~포항","신탄진","영천","","","","","20200","3600"
"2015.01.01~","서울~포항","신탄진","서경주","","","","","23700","3600"
"2015.01.01~","서울~포항","신탄진","안강","","","","","25100","3800"
"2015.01.01~","서울~포항","신탄진","효자","","","","","26200","3900"
"2015.01.01~","서울~포항","신탄진","포항","","","","","26600","4000"
"2015.01.01~","서울~포항","대전","옥천","","","","","4800","3600"
"2015.01.01~","서울~포항","대전","영동","","","","","4800","3600"
"2015.01.01~","서울~포항","대전","김천","","","","","8400","3600"
"2015.01.01~","서울~포항","대전","구미","","","","","10600","3600"
"2015.01.01~","서울~포항","대전","왜관","","","","","12500","3600"
"2015.01.01~","서울~포항","대전","대구","","","","","15100","3600"
"2015.01.01~","서울~포항","대전","동대구","","","","","15400","3600"
"2015.01.01~","서울~포항","대전","하양","","","","","17400","3600"
"2015.01.01~","서울~포항","대전","영천","","","","","18800","3600"
"2015.01.01~","서울~포항","대전","서경주","","","","","22400","3600"
"2015.01.01~","서울~포항","대전","안강","","","","","23700","3600"
"2015.01.01~","서울~포항","대전","효자","","","","","24800","3700"
"2015.01.01~","서울~포항","대전","포항","","","","","25200","3800"
"2015.01.01~","서울~포항","옥천","영동","","","","","4800","3600"
"2015.01.01~","서울~포항","옥천","김천","","","","","6900","3600"
"2015.01.01~","서울~포항","옥천","구미","","","","","9100","3600"
"2015.01.01~","서울~포항","옥천","왜관","","","","","10900","3600"
"2015.01.01~","서울~포항","옥천","대구","","","","","13600","3600"
"2015.01.01~","서울~포항","옥천","동대구","","","","","13900","3600"
"2015.01.01~","서울~포항","옥천","하양","","","","","15900","3600"
"2015.01.01~","서울~포항","옥천","영천","","","","","17300","3600"
"2015.01.01~","서울~포항","옥천","서경주","","","","","20800","3600"
"2015.01.01~","서울~포항","옥천","안강","","","","","22100","3600"
"2015.01.01~","서울~포항","옥천","효자","","","","","23300","3600"
"2015.01.01~","서울~포항","옥천","포항","","","","","23600","3600"
"2015.01.01~","서울~포항","영동","김천","","","","","4800","3600"
"2015.01.01~","서울~포항","영동","구미","","","","","6300","3600"
"2015.01.01~","서울~포항","영동","왜관","","","","","8100","3600"
"2015.01.01~","서울~포항","영동","대구","","","","","10700","3600"
"2015.01.01~","서울~포항","영동","동대구","","","","","11100","3600"
"2015.01.01~","서울~포항","영동","하양","","","","","13100","3600"
"2015.01.01~","서울~포항","영동","영천","","","","","14500","3600"
"2015.01.01~","서울~포항","영동","서경주","","","","","18000","3600"
"2015.01.01~","서울~포항","영동","안강","","","","","19300","3600"
"2015.01.01~","서울~포항","영동","효자","","","","","20500","3600"
"2015.01.01~","서울~포항","영동","포항","","","","","20800","3600"
"2015.01.01~","서울~포항","김천","구미","","","","","4800","3600"
"2015.01.01~","서울~포항","김천","왜관","","","","","4800","3600"
"2015.01.01~","서울~포항","김천","대구","","","","","6700","3600"
"2015.01.01~","서울~포항","김천","동대구","","","","","7000","3600"
"2015.01.01~","서울~포항","김천","하양","","","","","9000","3600"
"2015.01.01~","서울~포항","김천","영천","","","","","10400","3600"
"2015.01.01~","서울~포항","김천","서경주","","","","","13900","3600"
"2015.01.01~","서울~포항","김천","안강","","","","","15300","3600"
"2015.01.01~","서울~포항","김천","효자","","","","","16400","3600"
"2015.01.01~","서울~포항","김천","포항","","","","","16800","3600"
"2015.01.01~","서울~포항","구미","왜관","","","","","4800","3600"
"2015.01.01~","서울~포항","구미","대구","","","","","4800","3600"
"2015.01.01~","서울~포항","구미","동대구","","","","","4800","3600"
"2015.01.01~","서울~포항","구미","하양","","","","","6800","3600"
"2015.01.01~","서울~포항","구미","영천","","","","","8200","3600"
"2015.01.01~","서울~포항","구미","서경주","","","","","11700","3600"
"2015.01.01~","서울~포항","구미","안강","","","","","13100","3600"
"2015.01.01~","서울~포항","구미","효자","","","","","14200","3600"
"2015.01.01~","서울~포항","구미","포항","","","","","14600","3600"
"2015.01.01~","서울~포항","왜관","대구","","","","","4800","3600"
"2015.01.01~","서울~포항","왜관","동대구","","","","","4800","3600"
"2015.01.01~","서울~포항","왜관","하양","","","","","4900","3600"
"2015.01.01~","서울~포항","왜관","영천","","","","","6300","3600"
"2015.01.01~","서울~포항","왜관","서경주","","","","","9900","3600"
"2015.01.01~","서울~포항","왜관","안강","","","","","11200","3600"
"2015.01.01~","서울~포항","왜관","효자","","","","","12300","3600"
"2015.01.01~","서울~포항","왜관","포항","","","","","12700","3600"
"2015.01.01~","서울~포항","대구","동대구","","","","","4800","3600"
"2015.01.01~","서울~포항","대구","하양","","","","","4800","3600"
"2015.01.01~","서울~포항","대구","영천","","","","","4800","3600"
"2015.01.01~","서울~포항","대구","서경주","","","","","7200","3600"
"2015.01.01~","서울~포항","대구","안강","","","","","8600","3600"
"2015.01.01~","서울~포항","대구","효자","","","","","9700","3600"
"2015.01.01~","서울~포항","대구","포항","","","","","10100","3600"
"2015.01.01~","서울~포항","동대구","하양","","","","","4800","3600"
"2015.01.01~","서울~포항","동대구","영천","","","","","4800","3600"
"2015.01.01~","서울~포항","동대구","서경주","","","","","6900","3600"
"2015.01.01~","서울~포항","동대구","안강","","","","","8300","3600"
"2015.01.01~","서울~포항","동대구","효자","","","","","9400","3600"
"2015.01.01~","서울~포항","동대구","포항","","","","","9800","3600"
"2015.01.01~","서울~포항","하양","영천","","","","","4800","3600"
"2015.01.01~","서울~포항","하양","서경주","","","","","4900","3600"
"2015.01.01~","서울~포항","하양","안강","","","","","6300","3600"
"2015.01.01~","서울~포항","하양","효자","","","","","7400","3600"
"2015.01.01~","서울~포항","하양","포항","","","","","7800","3600"
"2015.01.01~","서울~포항","영천","서경주","","","","","4800","3600"
"2015.01.01~","서울~포항","영천","안강","","","","","4900","3600"
"2015.01.01~","서울~포항","영천","효자","","","","","6000","3600"
"2015.01.01~","서울~포항","영천","포항","","","","","6400","3600"
"2015.01.01~","서울~포항","서경주","안강","","","","","4800","3600"
"2015.01.01~","서울~포항","서경주","효자","","","","","4800","3600"
"2015.01.01~","서울~포항","서경주","포항","","","","","4800","3600"
"2015.01.01~","서울~포항","안강","효자","","","","","4800","3600"
"2015.01.01~","서울~포항","안강","포항","","","","","4800","3600"
"2015.01.01~","서울~포항","효자","포항","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","용산","영등포","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","용산","안양","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","용산","수원","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","용산","평택","","","","","6900","3600"
"2015.01.01~","용산~(장항)~서대전","용산","천안","","","","","9000","3600"
"2015.01.01~","용산~(장항)~서대전","용산","천안아산","","","","","9400","3600"
"2015.01.01~","용산~(장항)~서대전","용산","온양온천","","","","","10400","3600"
"2015.01.01~","용산~(장항)~서대전","용산","도고온천","","","","","11400","3600"
"2015.01.01~","용산~(장항)~서대전","용산","신례원","","","","","11900","3600"
"2015.01.01~","용산~(장항)~서대전","용산","예산","","","","","12300","3600"
"2015.01.01~","용산~(장항)~서대전","용산","삽교","","","","","13100","3600"
"2015.01.01~","용산~(장항)~서대전","용산","홍성","","","","","14300","3600"
"2015.01.01~","용산~(장항)~서대전","용산","광천","","","","","15500","3600"
"2015.01.01~","용산~(장항)~서대전","용산","대천","","","","","17400","3600"
"2015.01.01~","용산~(장항)~서대전","용산","웅천","","","","","18700","3600"
"2015.01.01~","용산~(장항)~서대전","용산","판교","","","","","19800","3600"
"2015.01.01~","용산~(장항)~서대전","용산","서천","","","","","20600","3600"
"2015.01.01~","용산~(장항)~서대전","용산","장항","","","","","21100","3600"
"2015.01.01~","용산~(장항)~서대전","용산","군산","","","","","21700","3600"
"2015.01.01~","용산~(장항)~서대전","용산","대야","","","","","22500","3600"
"2015.01.01~","용산~(장항)~서대전","용산","익산","","","","","23800","3600"
"2015.01.01~","용산~(장항)~서대전","용산","함열","","","","","25300","3800"
"2015.01.01~","용산~(장항)~서대전","용산","강경","","","","","26400","4000"
"2015.01.01~","용산~(장항)~서대전","용산","논산","","","","","27300","4100"
"2015.01.01~","용산~(장항)~서대전","용산","연산","","","","","28400","4300"
"2015.01.01~","용산~(장항)~서대전","용산","계룡","","","","","29800","4500"
"2015.01.01~","용산~(장항)~서대전","용산","서대전","","","","","31700","4800"
"2015.01.01~","용산~(장항)~서대전","영등포","안양","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","수원","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","평택","","","","","6400","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","천안","","","","","8400","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","천안아산","","","","","8900","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","온양온천","","","","","9800","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","도고온천","","","","","10900","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","신례원","","","","","11300","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","예산","","","","","11800","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","삽교","","","","","12500","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","홍성","","","","","13700","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","광천","","","","","14900","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","대천","","","","","16800","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","웅천","","","","","18100","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","판교","","","","","19200","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","서천","","","","","20000","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","장항","","","","","20500","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","군산","","","","","21200","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","대야","","","","","22000","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","익산","","","","","23200","3600"
"2015.01.01~","용산~(장항)~서대전","영등포","함열","","","","","24700","3700"
"2015.01.01~","용산~(장항)~서대전","영등포","강경","","","","","25800","3900"
"2015.01.01~","용산~(장항)~서대전","영등포","논산","","","","","26800","4000"
"2015.01.01~","용산~(장항)~서대전","영등포","연산","","","","","27800","4200"
"2015.01.01~","용산~(장항)~서대전","영등포","계룡","","","","","29200","4400"
"2015.01.01~","용산~(장항)~서대전","영등포","서대전","","","","","31100","4700"
"2015.01.01~","용산~(장항)~서대전","안양","수원","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","안양","평택","","","","","4900","3600"
"2015.01.01~","용산~(장항)~서대전","안양","천안","","","","","7000","3600"
"2015.01.01~","용산~(장항)~서대전","안양","천안아산","","","","","7400","3600"
"2015.01.01~","용산~(장항)~서대전","안양","온양온천","","","","","8400","3600"
"2015.01.01~","용산~(장항)~서대전","안양","도고온천","","","","","9400","3600"
"2015.01.01~","용산~(장항)~서대전","안양","신례원","","","","","9900","3600"
"2015.01.01~","용산~(장항)~서대전","안양","예산","","","","","10400","3600"
"2015.01.01~","용산~(장항)~서대전","안양","삽교","","","","","11100","3600"
"2015.01.01~","용산~(장항)~서대전","안양","홍성","","","","","12300","3600"
"2015.01.01~","용산~(장항)~서대전","안양","광천","","","","","13500","3600"
"2015.01.01~","용산~(장항)~서대전","안양","대천","","","","","15400","3600"
"2015.01.01~","용산~(장항)~서대전","안양","웅천","","","","","16700","3600"
"2015.01.01~","용산~(장항)~서대전","안양","판교","","","","","17800","3600"
"2015.01.01~","용산~(장항)~서대전","안양","서천","","","","","18600","3600"
"2015.01.01~","용산~(장항)~서대전","안양","장항","","","","","19100","3600"
"2015.01.01~","용산~(장항)~서대전","안양","군산","","","","","19700","3600"
"2015.01.01~","용산~(장항)~서대전","안양","대야","","","","","20500","3600"
"2015.01.01~","용산~(장항)~서대전","안양","익산","","","","","21800","3600"
"2015.01.01~","용산~(장항)~서대전","안양","함열","","","","","23300","3600"
"2015.01.01~","용산~(장항)~서대전","안양","강경","","","","","24400","3700"
"2015.01.01~","용산~(장항)~서대전","안양","논산","","","","","25300","3800"
"2015.01.01~","용산~(장항)~서대전","안양","연산","","","","","26400","4000"
"2015.01.01~","용산~(장항)~서대전","안양","계룡","","","","","27800","4200"
"2015.01.01~","용산~(장항)~서대전","안양","서대전","","","","","29700","4500"
"2015.01.01~","용산~(장항)~서대전","수원","평택","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","수원","천안","","","","","5300","3600"
"2015.01.01~","용산~(장항)~서대전","수원","천안아산","","","","","5700","3600"
"2015.01.01~","용산~(장항)~서대전","수원","온양온천","","","","","6700","3600"
"2015.01.01~","용산~(장항)~서대전","수원","도고온천","","","","","7700","3600"
"2015.01.01~","용산~(장항)~서대전","수원","신례원","","","","","8200","3600"
"2015.01.01~","용산~(장항)~서대전","수원","예산","","","","","8700","3600"
"2015.01.01~","용산~(장항)~서대전","수원","삽교","","","","","9400","3600"
"2015.01.01~","용산~(장항)~서대전","수원","홍성","","","","","10600","3600"
"2015.01.01~","용산~(장항)~서대전","수원","광천","","","","","11800","3600"
"2015.01.01~","용산~(장항)~서대전","수원","대천","","","","","13700","3600"
"2015.01.01~","용산~(장항)~서대전","수원","웅천","","","","","15000","3600"
"2015.01.01~","용산~(장항)~서대전","수원","판교","","","","","16100","3600"
"2015.01.01~","용산~(장항)~서대전","수원","서천","","","","","16900","3600"
"2015.01.01~","용산~(장항)~서대전","수원","장항","","","","","17400","3600"
"2015.01.01~","용산~(장항)~서대전","수원","군산","","","","","18000","3600"
"2015.01.01~","용산~(장항)~서대전","수원","대야","","","","","18800","3600"
"2015.01.01~","용산~(장항)~서대전","수원","익산","","","","","20100","3600"
"2015.01.01~","용산~(장항)~서대전","수원","함열","","","","","21600","3600"
"2015.01.01~","용산~(장항)~서대전","수원","강경","","","","","22700","3600"
"2015.01.01~","용산~(장항)~서대전","수원","논산","","","","","23600","3600"
"2015.01.01~","용산~(장항)~서대전","수원","연산","","","","","24700","3700"
"2015.01.01~","용산~(장항)~서대전","수원","계룡","","","","","26100","3900"
"2015.01.01~","용산~(장항)~서대전","수원","서대전","","","","","28000","4200"
"2015.01.01~","용산~(장항)~서대전","평택","천안","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","평택","천안아산","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","평택","온양온천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","평택","도고온천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","평택","신례원","","","","","4900","3600"
"2015.01.01~","용산~(장항)~서대전","평택","예산","","","","","5400","3600"
"2015.01.01~","용산~(장항)~서대전","평택","삽교","","","","","6200","3600"
"2015.01.01~","용산~(장항)~서대전","평택","홍성","","","","","7300","3600"
"2015.01.01~","용산~(장항)~서대전","평택","광천","","","","","8500","3600"
"2015.01.01~","용산~(장항)~서대전","평택","대천","","","","","10500","3600"
"2015.01.01~","용산~(장항)~서대전","평택","웅천","","","","","11800","3600"
"2015.01.01~","용산~(장항)~서대전","평택","판교","","","","","12800","3600"
"2015.01.01~","용산~(장항)~서대전","평택","서천","","","","","13700","3600"
"2015.01.01~","용산~(장항)~서대전","평택","장항","","","","","14100","3600"
"2015.01.01~","용산~(장항)~서대전","평택","군산","","","","","14800","3600"
"2015.01.01~","용산~(장항)~서대전","평택","대야","","","","","15600","3600"
"2015.01.01~","용산~(장항)~서대전","평택","익산","","","","","16800","3600"
"2015.01.01~","용산~(장항)~서대전","평택","함열","","","","","18400","3600"
"2015.01.01~","용산~(장항)~서대전","평택","강경","","","","","19500","3600"
"2015.01.01~","용산~(장항)~서대전","평택","논산","","","","","20400","3600"
"2015.01.01~","용산~(장항)~서대전","평택","연산","","","","","21500","3600"
"2015.01.01~","용산~(장항)~서대전","평택","계룡","","","","","22900","3600"
"2015.01.01~","용산~(장항)~서대전","평택","서대전","","","","","24800","3700"
"2015.01.01~","용산~(장항)~서대전","천안","천안아산","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안","온양온천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안","도고온천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안","신례원","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안","예산","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안","삽교","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안","홍성","","","","","5300","3600"
"2015.01.01~","용산~(장항)~서대전","천안","광천","","","","","6500","3600"
"2015.01.01~","용산~(장항)~서대전","천안","대천","","","","","8400","3600"
"2015.01.01~","용산~(장항)~서대전","천안","웅천","","","","","9700","3600"
"2015.01.01~","용산~(장항)~서대전","천안","판교","","","","","10800","3600"
"2015.01.01~","용산~(장항)~서대전","천안","서천","","","","","11600","3600"
"2015.01.01~","용산~(장항)~서대전","천안","장항","","","","","12100","3600"
"2015.01.01~","용산~(장항)~서대전","천안","군산","","","","","12700","3600"
"2015.01.01~","용산~(장항)~서대전","천안","대야","","","","","13500","3600"
"2015.01.01~","용산~(장항)~서대전","천안","익산","","","","","14700","3600"
"2015.01.01~","용산~(장항)~서대전","천안","함열","","","","","16300","3600"
"2015.01.01~","용산~(장항)~서대전","천안","강경","","","","","17400","3600"
"2015.01.01~","용산~(장항)~서대전","천안","논산","","","","","18300","3600"
"2015.01.01~","용산~(장항)~서대전","천안","연산","","","","","19400","3600"
"2015.01.01~","용산~(장항)~서대전","천안","계룡","","","","","20800","3600"
"2015.01.01~","용산~(장항)~서대전","천안","서대전","","","","","22700","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","온양온천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","도고온천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","신례원","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","예산","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","삽교","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","홍성","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","광천","","","","","6000","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","대천","","","","","8000","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","웅천","","","","","9200","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","판교","","","","","10300","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","서천","","","","","11200","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","장항","","","","","11600","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","군산","","","","","12300","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","대야","","","","","13100","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","익산","","","","","14300","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","함열","","","","","15900","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","강경","","","","","16900","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","논산","","","","","17900","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","연산","","","","","19000","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","계룡","","","","","20300","3600"
"2015.01.01~","용산~(장항)~서대전","천안아산","서대전","","","","","22200","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","도고온천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","신례원","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","예산","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","삽교","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","홍성","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","광천","","","","","5100","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","대천","","","","","7000","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","웅천","","","","","8300","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","판교","","","","","9400","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","서천","","","","","10200","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","장항","","","","","10700","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","군산","","","","","11400","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","대야","","","","","12100","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","익산","","","","","13400","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","함열","","","","","14900","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","강경","","","","","16000","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","논산","","","","","16900","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","연산","","","","","18000","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","계룡","","","","","19400","3600"
"2015.01.01~","용산~(장항)~서대전","온양온천","서대전","","","","","21300","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","신례원","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","예산","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","삽교","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","홍성","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","광천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","대천","","","","","6000","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","웅천","","","","","7300","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","판교","","","","","8300","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","서천","","","","","9200","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","장항","","","","","9600","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","군산","","","","","10300","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","대야","","","","","11100","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","익산","","","","","12300","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","함열","","","","","13900","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","강경","","","","","14900","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","논산","","","","","15900","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","연산","","","","","17000","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","계룡","","","","","18300","3600"
"2015.01.01~","용산~(장항)~서대전","도고온천","서대전","","","","","20200","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","예산","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","삽교","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","홍성","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","광천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","대천","","","","","5500","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","웅천","","","","","6800","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","판교","","","","","7900","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","서천","","","","","8700","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","장항","","","","","9200","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","군산","","","","","9900","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","대야","","","","","10700","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","익산","","","","","11900","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","함열","","","","","13400","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","강경","","","","","14500","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","논산","","","","","15500","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","연산","","","","","16500","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","계룡","","","","","17900","3600"
"2015.01.01~","용산~(장항)~서대전","신례원","서대전","","","","","19800","3600"
"2015.01.01~","용산~(장항)~서대전","예산","삽교","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","예산","홍성","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","예산","광천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","예산","대천","","","","","5100","3600"
"2015.01.01~","용산~(장항)~서대전","예산","웅천","","","","","6300","3600"
"2015.01.01~","용산~(장항)~서대전","예산","판교","","","","","7400","3600"
"2015.01.01~","용산~(장항)~서대전","예산","서천","","","","","8300","3600"
"2015.01.01~","용산~(장항)~서대전","예산","장항","","","","","8700","3600"
"2015.01.01~","용산~(장항)~서대전","예산","군산","","","","","9400","3600"
"2015.01.01~","용산~(장항)~서대전","예산","대야","","","","","10200","3600"
"2015.01.01~","용산~(장항)~서대전","예산","익산","","","","","11400","3600"
"2015.01.01~","용산~(장항)~서대전","예산","함열","","","","","13000","3600"
"2015.01.01~","용산~(장항)~서대전","예산","강경","","","","","14000","3600"
"2015.01.01~","용산~(장항)~서대전","예산","논산","","","","","15000","3600"
"2015.01.01~","용산~(장항)~서대전","예산","연산","","","","","16100","3600"
"2015.01.01~","용산~(장항)~서대전","예산","계룡","","","","","17400","3600"
"2015.01.01~","용산~(장항)~서대전","예산","서대전","","","","","19300","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","홍성","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","광천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","대천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","웅천","","","","","5600","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","판교","","","","","6700","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","서천","","","","","7500","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","장항","","","","","8000","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","군산","","","","","8600","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","대야","","","","","9400","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","익산","","","","","10700","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","함열","","","","","12200","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","강경","","","","","13300","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","논산","","","","","14200","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","연산","","","","","15300","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","계룡","","","","","16700","3600"
"2015.01.01~","용산~(장항)~서대전","삽교","서대전","","","","","18600","3600"
"2015.01.01~","용산~(장항)~서대전","홍성","광천","","","","","4800","3600"
"2015.01.01~","용산~(장항)~서대전","홍성","대천","","","","","4800","3600"
